,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
80,관악구청,서울특별시 관악구 당곡2길 112 상도근린공원,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,13-Jan,02-879-5831,37.49274898,126.9350922,2019/10/31
81,관악구청,서울특별시 관악구 법원단지18길 31 남강창의어린이공원,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,13-Jan,02-879-5831,37.47331235,126.92363629999998,2019/10/31
82,관악구청,서울특별시 관악구 난곡동 산 90-2 일삼별공원 농구코트,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.4667325,126.9237165,2019/10/31
83,관악구청,서울특별시 관악구 남현동 산 65 관음사지구 둘레길화장실앞,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.46985456,126.9778824,2019/10/31
84,관악구청,서울특별시 관악구 대학동 산 56-2 무장애등산로1,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.45641695,126.9461288,2019/10/31
85,관악구청,서울특별시 관악구 미성동 산 117-3 선우공원 생태지역 진입부,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.46924978,126.9126727,2019/10/31
86,관악구청,서울특별시 관악구 미성동 산 197-31 신림근린공원 쉼터지역,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.48097851,126.916495,2019/10/31
87,관악구청,서울특별시 관악구 미성동 산 197-31 신림근린공원 운동시설,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.48021998,126.91582690000001,2019/10/31
88,관악구청,서울특별시 관악구 보라매동 산 118-6 상도근린공원 약수터주변,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.49183062,126.93626129999998,2019/10/31
89,관악구청,서울특별시 관악구 은천동 산 103-3 상도근린공원 맷돌체육회,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.49202819,126.9402673,2019/10/31
90,관악구청,서울특별시 관악구 성현동 산 1718-9 상도근린공원 봉현배수지,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.49312281,126.94530759999999,2019/10/31
91,관악구청,서울특별시 관악구 청룡동 산 175-6 유아숲체험장 진입부분,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.47472773,126.9493561,2019/10/31
92,관악구청,서울특별시 관악구 청룡동 산 175-6 유아숲체험장 숲속쉼터,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.47469864,126.94824640000002,2019/10/31
93,관악구청,서울특별시 관악구 청룡동 산 175-27 청룡산공원 휴게테크,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.47521741,126.95156440000001,2019/10/31
94,관악구청,서울특별시 관악구 청룡산 산 175-27 청룡산공원 운동공간,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.47535786,126.9510767,2019/10/31
95,관악구청,서울특별시 관악구 남부순환로251길 20 까치산근린공원 경로당 및 놀이터앞,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.47646946,126.96963059999999,2019/10/31
96,관악구청,서울특별시 관악구 남부순환로251길 20 까치산근린공원 화장실앞,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,13-Nov,02-879-5831,37.47648687,126.9701338,2019/10/31
97,관악구청,서울특별시 관악구 남현길 41 예촌어린이공원,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,13-Dec,02-879-5831,37.474617200000004,126.9766191,2019/10/31
98,관악구청,서울특별시 관악구 신림로 23 관악산공원 주차장,,다목적,1,130,반경 30~150미터 이내(기종따라 다름),30,14-Jan,02-879-5831,37.46829727,126.9452017,2019/10/31
99,관악구청,서울특별시 관악구 국회단지길 44 상도근린공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-Apr,02-879-5831,37.49161877,126.9412047,2019/10/31
100,관악구청,서울특별시 관악구 국회단지길 44 상도근린공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-Apr,02-879-5831,37.49132073,126.94108829999999,2019/10/31
101,관악구청,서울특별시 관악구 국회단지22길 14 국회단지공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-May,02-879-5831,37.49027227,126.94293459999999,2019/10/31
102,관악구청,서울특별시 관악구 국회단지22길 14 국회단지공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-May,02-879-5831,37.49017902,126.94333259999999,2019/10/31
103,관악구청,서울특별시 관악구 조원로16가길 51 새숲공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-May,02-879-5831,37.48232389,126.91332820000001,2019/10/31
104,관악구청,서울특별시 관악구 조원로16가길 51 새숲공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-May,02-879-5831,37.4825213,126.9129966,2019/10/31
105,관악구청,서울특별시 관악구 미성10길 6 약수어린이공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-May,02-879-5831,37.47312226,126.91242,2019/10/31
106,관악구청,서울특별시 관악구 난향길 77 미도공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-Dec,02-879-5831,37.46302346,126.9151922,2019/10/31
107,관악구청,서울특별시 관악구 난향길 77 미도공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-Dec,02-879-5831,37.46269776,126.9153715,2019/10/31
108,관악구청,서울특별시 관악구 남부순환로 168길 22 호박골공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-Dec,02-879-5831,37.48189041,126.9240662,2019/10/31
109,관악구청,서울특별시 관악구 호암로22길 45 태양공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-Dec,02-879-5831,37.46844625,126.93655859999998,2019/10/31
110,관악구청,서울특별시 관악구 낙성대로 77 낙성대공원 관리사무소,,다목적,16,200,반경 30~150미터 이내(기종따라 다름),30,09-May,02-879-5831,37.47201433,126.9596751,2019/10/31
111,관악구청,"서울특별시 관악구 연주대,삼성동 산불감시",,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-Mar,02-879-5831,37.44241172,126.9653313,2019/10/31
112,관악구청,"서울특별시 관악구 모자봉,대학동 산불감시",,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-Mar,02-879-5831,37.45241416,126.94666310000001,2019/10/31
113,관악구청,"서울특별시 관악구 삼성산,삼성동 산불감시",,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-Mar,02-879-5831,37.45032292,126.93423770000001,2019/10/31
114,관악구청,"서울특별시 관악구 서울대,대학동 산불감시",,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,09-Mar,02-879-5831,37.46242012,126.95609420000001,2019/10/31
115,관악구청,서울특별시 관악구 쑥고개로3길 7 장군봉소공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,14-Jun,02-879-5831,37.47815974,126.93896609999999,2019/10/31
116,관악구청,서울특별시 관악구 성현동 1712-6 상도근린공원1,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,14-Sep,02-879-5831,37.49119516,126.95359979999999,2019/10/31
117,관악구청,서울특별시 관악구 봉천로19길 31 당곡어린이공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,14-Sep,02-879-5831,37.48869889,126.9335906,2019/10/31
118,관악구청,서울특별시 관악구 대학동 255-258 고시자연공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,14-Sep,02-879-5831,37.46414404,126.93530630000001,2019/10/31
119,관악구청,서울특별시 관악구 문성로16길 26 대협어린이공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,14-Sep,02-879-5831,37.47479894,126.91337079999998,2019/10/31
120,관악구청,서울특별시 관악구 청룡동 1555-16 영락어린이공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,14-Sep,02-879-5831,37.47678062,126.9438504,2019/10/31
121,관악구청,서울특별시 관악구 낙성대역3길 28-11 인헌어린이공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,14-Sep,02-879-5831,37.4754572,126.9625381,2019/10/31
122,관악구청,서울특별시 관악구 난곡동 산87-14 관악산둘레길광신고후문,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,14-Aug,02-879-5831,37.46575933,126.9238244,2019/10/31
123,관악구청,서울특별시 관악구 미성동 산117-13 선우공원03,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,14-Aug,02-879-5831,37.46968859,126.9125745,2019/10/31
124,관악구청,서울특별시 관악구 신림로3가길 2 나들목공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,14-Nov,02-879-5831,37.4694056,126.9447193,2019/10/31
125,관악구청,서울특별시 관악구 신림로3가길 2 나들목공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,14-Nov,02-879-5831,37.46896435,126.9442291,2019/10/31
126,관악구청,서울특별시 관악구 대학동 산24-9 동네뒷산공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,14-Dec,02-879-5831,37.46797618,126.93996229999999,2019/10/31
127,관악구청,서울특별시 관악구 대학동 산24-9 동네뒷산공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,14-Dec,02-879-5831,37.46786242,126.940353,2019/10/31
128,관악구청,서울특별시 관악구 문성로 120-5 문성어린이공원1,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,15-Jul,02-879-5831,37.47775617,126.9168432,2019/10/31
129,관악구청,서울특별시 관악구 난우12길 35-2 문성어린이공원2,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,15-Jul,02-879-5831,37.47768841,126.91881969999999,2019/10/31
130,관악구청,서울특별시 관악구 난우10가길 42 문성어린이공원3,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,15-Jul,02-879-5831,37.47772853,126.9197603,2019/10/31
132,관악구청,서울특별시 관악구 행운동 148-103 장미어린이공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,15-Jan,02-879-5831,37.47922047,126.96238829999999,2019/10/31
133,관악구청,서울특별시 관악구 은천동 942-29 선봉어린이공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,15-Jan,02-879-5831,37.48509822,126.93954609999999,2019/10/31
134,관악구청,서울특별시 관악구 삼성동 321-5 해바라기어린이공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,15-Jan,02-879-5831,37.46195671,126.93033190000001,2019/10/31
135,관악구청,서울특별시 관악구 미성동 1482-1 난우어린이공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,15-Jan,02-879-5831,37.48019649,126.9141403,2019/10/31
136,관악구청,서울특별시 관악구 미성동 1563-56 난곡어린이공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,15-Jan,02-879-5831,37.47403416,126.91525039999999,2019/10/31
137,관악구청,서울특별시 관악구 낙성대동 산56-3 낙성대지구,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,15-Sep,02-879-5831,37.47573517,126.95610309999999,2019/10/31
138,관악구청,서울특별시 관악구 대학동 산32-23 관악산공원 (야외식물원 주변 둘레길 입구),,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,15-Sep,02-879-5831,37.46353082,126.948072,2019/10/31
139,관악구청,서울특별시 관악구 난향동 산105-12 난곡공원,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,15-Sep,02-879-5831,37.46575088,126.9172992,2019/10/31
140,관악구청,서울특별시 관악구 삼성동 산68-2 생태체험길 입구,,다목적,1,200,반경 30~150미터 이내(기종따라 다름),30,15-Sep,02-879-5831,37.46319264,126.93374840000001,2019/10/31
