∞¸∏Æ±‚∞¸∏Ì,º“¿Á¡ˆµµ∑Œ∏Ì¡÷º“,º“¿Á¡ˆ¡ˆπ¯¡÷º“,º≥ƒ°∏Ò¿˚±∏∫–,ƒ´∏ﬁ∂Û¥Îºˆ,ƒ´∏ﬁ∂Û»≠º“ºˆ,√‘øµπÊ∏È¡§∫∏,∫∏∞¸¿œºˆ,º≥ƒ°≥‚ø˘,∞¸∏Æ±‚∞¸¿¸»≠π¯»£,¿ßµµ,∞Êµµ,µ•¿Ã≈Õ±‚¡ÿ¿œ¿⁄
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ144∞°±Ê 25-20,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 274-49,ª˝»∞πÊπ¸,3,200,0,30,Mar-10,02-2094-0284,37.60666275,127.0817947,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ35±Ê 22,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 445-1,ª˝»∞πÊπ¸,4,200,0,30,Mar-10,02-2094-0284,37.6036644,127.0857315,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ21±Ê 28,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 29-10,ª˝»∞πÊπ¸,4,200,0,30,Aug-14,02-2094-0284,37.6030389,127.0819989,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ19±Ê 5,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 103-5,ª˝»∞πÊπ¸,3,200,0,30,Feb-15,02-2094-0284,37.60204315,127.0811462,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ24±Ê 10,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 145-1,ª˝»∞πÊπ¸,2,200,0,30,Feb-15,02-2094-0284,37.60137859,127.0833063,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ140±Ê 19-12,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 279-22,ª˝»∞πÊπ¸,2,200,0,30,Feb-15,02-2094-0284,37.60486065,127.0802276,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ30±Ê 7,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 122-7,ª˝»∞πÊπ¸,3,200,0,30,Feb-15,02-2094-0284,37.6019516,127.0851135,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ124±Ê 11,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 295-18,ª˝»∞πÊπ¸,1,200,0,30,Dec-15,02-2094-0284,37.59827423,127.0809097,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ136∞°±Ê 28,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 33-2,ª˝»∞πÊπ¸,2,200,0,30,Dec-15,02-2094-0284,37.60346985,127.0817795,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ30±Ê 62,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 154-5,ª˝»∞πÊπ¸,1,200,0,30,Dec-15,02-2094-0284,37.59960556,127.0850983,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ124±Ê74,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 291-43,ª˝»∞πÊπ¸,2,200,0,30,Dec-15,02-2094-0284,37.59972382,127.082901,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ144∞°±Ê 28,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 275-16,ª˝»∞πÊπ¸,4,200,0,30,Dec-16,02-2094-0284,37.60568237,127.0819016,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ27∞°±Ê 27,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 11-82,ª˝»∞πÊπ¸,2,200,0,30,Dec-16,02-2094-0284,37.60292435,127.0847015,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ27∞°±Ê 13,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 13-4,ª˝»∞πÊπ¸,2,200,0,30,Dec-16,02-2094-0284,37.60297394,127.0841751,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ20±Ê 7-15,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 110-70,ª˝»∞πÊπ¸,3,200,0,30,Dec-16,02-2094-0284,37.60070038,127.0819244,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ136∞°±Ê 9,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 37-6,ª˝»∞πÊπ¸,3,200,0,30,Dec-16,02-2094-0284,37.60287094,127.0810547,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ªÛ∫¿¡ﬂæ”∑Œ5±Ê 50,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 135-18,ª˝»∞πÊπ¸,2,200,0,30,Dec-17,02-2094-0284,37.60045242,127.0845947,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ130±Ê 10,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 293-17,ª˝»∞πÊπ¸,3,200,0,30,Dec-17,02-2094-0284,37.5995903,127.0805511,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ27±Ê 55,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠1µø 34-1,ª˝»∞πÊπ¸,3,200,0,30,Dec-17,02-2094-0284,37.60407257,127.0824585,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ∂˚ø™∑Œ15±Ê 24,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 317-42,ª˝»∞πÊπ¸,1,200,0,30,Jan-08,02-2094-0284,37.59770203,127.0747986,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ∂˚ø™∑Œ3≥™±Ê 39,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 322-16,ª˝»∞πÊπ¸,3,200,0,30,Jan-08,02-2094-0284,37.5963009,127.0738948,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ∂˚√µ∑Œ15±Ê 17,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 412-2,ª˝»∞πÊπ¸,3,200,0,30,Jan-08,02-2094-0284,37.59506989,127.071022,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ 831-3,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 307-4,ª˝»∞πÊπ¸,3,200,0,30,Jan-08,02-2094-0284,37.60438156,127.0781479,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ2±Ê 25,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 329-113,ª˝»∞πÊπ¸,1,200,0,30,Jan-08,02-2094-0284,37.60044479,127.0752716,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ139∂Û±Ê 24,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 332-48,ª˝»∞πÊπ¸,1,200,0,30,Jan-08,02-2094-0284,37.60444168,127.0747409,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ3±Ê 34,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 310-67,ª˝»∞πÊπ¸,4,200,0,30,Jan-08,02-2094-0284,37.60310083,127.0757466,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ123∞°±Ê 19,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 302-18,ª˝»∞πÊπ¸,2,200,0,30,Mar-09,02-2094-0284,37.59854889,127.0785904,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ∂˚ø™∑Œ3¥Ÿ±Ê 20-1,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 322-135,ª˝»∞πÊπ¸,1,200,0,30,Jan-08,02-2094-0284,37.59540558,127.0733719,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ15±Ê 21,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 306-14,ª˝»∞πÊπ¸,2,200,0,30,Jan-08,02-2094-0284,37.60258678,127.0783315,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ121±Ê 16,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 296-46,ª˝»∞πÊπ¸,1,200,0,30,Sep-09,02-2094-0284,37.59662247,127.0801086,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ121±Ê 54,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 296-59,ª˝»∞πÊπ¸,1,200,0,30,Sep-09,02-2094-0284,37.59616089,127.0782928,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ∂˚ø™∑Œ15±Ê 54,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 328-29,ª˝»∞πÊπ¸,2,200,0,30,Sep-09,02-2094-0284,37.59850693,127.0733795,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ4±Ê 29,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 313-16,ª˝»∞πÊπ¸,4,200,0,30,Mar-10,02-2094-0284,37.60017395,127.0763092,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ∂˚ø™∑Œ9±Ê 13,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 320-99,ª˝»∞πÊπ¸,1,200,0,30,Mar-10,02-2094-0284,37.59585571,127.075264,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ∂˚√µ∑Œ20±Ê 49,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 326-4,ª˝»∞πÊπ¸,4,200,0,30,Mar-10,02-2094-0284,37.59781647,127.0740128,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ∂˚√µ∑Œ20±Ê 15,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 326-41,ª˝»∞πÊπ¸,5,200,0,30,Mar-10,02-2094-0284,37.59656525,127.0727692,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ123±Ê 105,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 327-94,ª˝»∞πÊπ¸,1,200,0,30,Mar-10,02-2094-0284,37.59947491,127.0747299,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ139¥Ÿ±Ê 17,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 309-30,ª˝»∞πÊπ¸,1,200,0,30,Mar-10,02-2094-0284,37.60404587,127.0764771,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ8±Ê 13,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 312-85,ª˝»∞πÊπ¸,3,200,0,30,Mar-10,02-2094-0284,37.60094452,127.0769501,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ∂˚ø™∑Œ21±Ê 22,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 314-10,ª˝»∞πÊπ¸,4,200,0,30,Mar-10,02-2094-0284,37.59935379,127.0765076,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ∂˚ø™∑Œ3∞°±Ê 4,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 320-109,ª˝»∞πÊπ¸,4,200,0,30,Aug-14,02-2094-0284,37.59492588,127.0753414,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ1±Ê 28,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 331-72,ª˝»∞πÊπ¸,4,200,0,30,Feb-15,02-2094-0284,37.60261997,127.0747975,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ∂˚√µ∑Œ 206,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 331-127,ª˝»∞πÊπ¸,4,200,0,30,Feb-15,02-2094-0284,37.60295868,127.0743942,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ∂˚ø™∑Œ29±Ê 12,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 310-39,ª˝»∞πÊπ¸,1,200,0,30,Feb-15,02-2094-0284,37.60266495,127.0769424,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ121±Ê 92,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 300-51,ª˝»∞πÊπ¸,2,200,0,30,Feb-15,02-2094-0284,37.59674382,127.0763853,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ∂˚ø™∑Œ14±Ê 12,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 298-42,ª˝»∞πÊπ¸,2,200,0,30,Dec-16,02-2094-0284,37.59652328,127.0763855,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ139¥Ÿ±Ê 40,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 308-88,ª˝»∞πÊπ¸,4,200,0,30,Dec-16,02-2094-0284,37.6050415,127.0763016,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ4±Ê 74,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 327-27,ª˝»∞πÊπ¸,3,200,0,30,Dec-16,02-2094-0284,37.5985527,127.074707,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ123≥™±Ê 9,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 296-68,ª˝»∞πÊπ¸,3,200,0,30,Dec-16,02-2094-0284,37.59725189,127.0786819,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∫¿»≠ªÍ∑Œ2±Ê 14,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 330-9,ª˝»∞πÊπ¸,3,200,0,30,Dec-16,02-2094-0284,37.60084152,127.0751877,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ∂˚ø™∑Œ17±Ê 20,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 317-6,ª˝»∞πÊπ¸,2,200,0,30,Dec-16,02-2094-0284,37.59812164,127.075592,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¡ﬂ»≠2µø 381-2,ª˝»∞πÊπ¸,3,200,0,30,May-17,02-2094-0284,37.60526938,127.0734721,2020/05/06
